net_ev,volatility,efficiency,capital_required,user_bankroll,recommendation
-0.09885931558935357,0.0,-0.049429657794676785,526.0,2078.0,AVOID
-4.658469945355192,0.0,-0.9316939890710383,7320.0,3399.0,AVOID
-0.8665469778575703,81.28520517596586,-0.8665469778575703,2785.0,2114.0,AVOID
-0.8096707818930041,17.08206296089556,-0.8096707818930041,486.0,1885.0,AVOID
-4.66414777497901,13.070322617798434,-0.9328295549958019,1985.0,3751.0,AVOID
-0.6020260492040521,111.95857368787001,-0.6020260492040521,691.0,3949.0,AVOID
-0.8767354353185416,11.664236870396087,-0.8767354353185416,2569.0,2351.0,AVOID
-1.8561684460260972,22.73369718401125,-0.9280842230130486,2248.0,396.0,AVOID
-0.9493451939708426,7.702813338860895,-0.9493451939708426,1349.0,2168.0,AVOID
-0.7164948453608248,112.5,-0.7164948453608248,970.0,4935.0,AVOID
-0.9765135699373695,1.25,-0.9765135699373695,958.0,535.0,AVOID
-4.632661628883291,104.16666666666667,-0.9265323257766582,3970.0,950.0,AVOID
-4.905704856199906,8.333333333333334,-0.9811409712399811,3535.0,3298.0,AVOID
-1.9537037037037037,3.868996743662255,-0.9768518518518519,1116.0,611.0,AVOID
-4.838924761370017,132.554109349284,-0.9677849522740034,17810.0,1023.0,AVOID
-3.943739935587762,198.16330575191708,-0.7887479871175523,4140.0,2351.0,AVOID
-0.8065893023876217,42.14743213607794,-0.8065893023876217,2499.0,1797.0,AVOID
-0.9596977329974811,7.3484692283495345,-0.9596977329974811,1985.0,1676.0,AVOID
-0.3115942028985508,91.80576567466288,-0.1557971014492754,460.0,3265.0,AVOID
-1.874107478391582,44.44791653104358,-0.937053739195791,3548.0,3996.0,AVOID
-0.9971139971139971,64.90496376231677,-0.49855699855699853,924.0,2430.0,AVOID
-5.0,0.0,-1.0,2010.0,3165.0,AVOID
-0.9313429075333837,16.950909513454828,-0.9313429075333837,1323.0,4377.0,AVOID
-1.0,0.0,-1.0,242.0,4254.0,AVOID
-4.645951035781544,102.01113301254624,-0.9291902071563088,8850.0,3687.0,AVOID
-1.8284284873454975,39.24920381358073,-0.9142142436727487,6796.0,2128.0,AVOID
-3.5355423757950835,544.4397664463852,-0.7071084751590166,19390.0,2423.0,AVOID
-1.510006253908693,173.66199870990306,-0.7550031269543465,2132.0,1913.0,AVOID
-4.642277835708493,113.74389483005719,-0.9284555671416985,14385.0,373.0,AVOID
-1.9798102160306885,0.0,-0.9899051080153443,3302.0,1427.0,AVOID
-4.869137353433836,14.54608337892598,-0.9738274706867672,11940.0,511.0,AVOID
-1.8944387229660145,73.18242047559418,-0.9472193614830072,7768.0,594.0,AVOID
-5.0,0.0,-1.0,1170.0,1846.0,AVOID
-3.5970819304152637,0.0,-0.7194163860830527,4455.0,2339.0,AVOID
-1.8410307898259706,10.825317547305485,-0.9205153949129853,1992.0,1467.0,AVOID
-0.9719758561221976,3.511884584284246,-0.9719758561221976,2706.0,4856.0,AVOID
-1.8414218816517667,91.98262047330356,-0.9207109408258833,6264.0,1421.0,AVOID
-0.9602258147292789,17.284832429004496,-0.9602258147292789,1299.0,246.0,AVOID
-0.9824511477897933,3.69754986443726,-0.9824511477897933,1757.0,473.0,AVOID
-4.11036036036036,207.68997885024402,-0.822072072072072,5550.0,2944.0,AVOID
-4.890610137246909,57.91966419101547,-0.9781220274493817,12265.0,940.0,AVOID
-0.8837625178826896,14.583333333333332,-0.8837625178826896,466.0,3475.0,AVOID
-0.8803827751196173,0.0,-0.8803827751196173,418.0,1736.0,AVOID
-2.7041073771319004,408.248290463863,-0.54082147542638,16515.0,877.0,AVOID
-0.8620218579234973,52.92960617533956,-0.8620218579234973,2440.0,3197.0,AVOID
-0.9602169981916817,24.49489742783178,-0.48010849909584086,2212.0,4361.0,AVOID
-4.381188118811881,0.0,-0.8762376237623762,4040.0,290.0,AVOID
-1.9206818405754262,35.063805927353506,-0.9603409202877131,6766.0,1528.0,AVOID
-1.9908759124087592,0.0,-0.9954379562043796,1096.0,1572.0,AVOID
-1.4750240153698366,220.60959658253398,-0.7375120076849183,6940.0,4477.0,AVOID
-1.7645854657113613,42.65856404544992,-0.8822927328556807,3908.0,805.0,AVOID
-4.267110841913992,204.1754790924372,-0.8534221683827983,16510.0,680.0,AVOID
-0.847953216374269,13.356461422412563,-0.847953216374269,285.0,1075.0,AVOID
-1.5132743362831858,45.0,-0.7566371681415929,452.0,2921.0,AVOID
-0.9556295063782585,0.7856742013183867,-0.9556295063782585,601.0,4252.0,AVOID
-0.7793581327498177,35.99339788569599,-0.7793581327498177,914.0,1138.0,AVOID
-1.6266778523489933,88.98345663973475,-0.8133389261744967,1192.0,1125.0,AVOID
